option_name,autoload,size_bytes,owner,active_owner,recommended_action,confidence,rollback,notes
easypack_sender_address1,yes,0,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_sender_address2,yes,0,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_sender_postal_code,yes,0,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
googlelanguagetranslator_analytics,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
googlelanguagetranslator_analytics_id,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
googlelanguagetranslator_css,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
googlelanguagetranslator_multilanguage,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
googlelanguagetranslator_seo_active,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
googlelanguagetranslator_url_translation_active,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
googlelanguagetranslator_hreflang_tags_active,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
glt_language_switcher_bg_color,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
disallowed_keys,no,0,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
db_upgraded,on,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_downloads_deliver_inline,no,0,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wc_remote_inbox_notifications_wca_updated,off,0,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
fs_debug_mode,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ewww_image_optimizer_noauto,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_disable_editor,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_debug,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_jpg_quality,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_webp_quality,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_backup_files,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_exactdn,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
exactdn_exclude,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
exactdn_sub_folder,no,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
exactdn_prevent_db_queries,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ewww_image_optimizer_lazy_load,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_use_siip,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_use_lqip,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_ll_exclude,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_ll_all_things,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_webp_for_cdn,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_picture_webp,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_webp_rewrite_exclude,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_aux_resume,yes,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_flag_attachments,no,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_ngg_attachments,no,0,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
updraft_email,yes,0,updraftplus,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.auto_upgrade,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.server_ip,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cache-login_cookie,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.purge-stale,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.purge-post_all,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.purge-post_y,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.purge-post_d,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.purge-timed_urls_time,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.esi,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.util-instant_click,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.util-no_https_vary,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.debug-disable_all,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.debug-level,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.debug-cookie,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.debug-collaps_qs,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-ucss_inline,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-ggfonts_async,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-ccss_con,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.object-admin,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.object-user,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-localize,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.img_optm-rm_bkup,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.img_optm-lossless,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.img_optm-exif,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.crawler,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.crawler-sitemap,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.misc-heartbeat_front,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.misc-heartbeat_back,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.misc-heartbeat_editor,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cdn,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cdn-quic,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cdn-cloudflare,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cdn-cloudflare_email,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cdn-cloudflare_key,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cdn-cloudflare_name,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cdn-cloudflare_zone,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.qc-token,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.qc-nameservers,yes,0,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_clear_ces_tracks_queue_for_page,auto,0,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
elementor_unfiltered_files_upload,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_clear_cache,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_reset_api_data,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_enable_inspector,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_replace_url,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_rollback,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_rollback_pro_separator,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_rollback_pro,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_maintenance_mode_mode,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_maintenance_mode_template_id,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_disable_color_schemes,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_disable_typography_schemes,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_google_maps_api_key,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_recaptcha_site_key,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_recaptcha_secret_key,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_recaptcha_v3_site_key,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_recaptcha_v3_secret_key,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_facebook_app_id,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_mailchimp_api_key,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_validate_api_data,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_activecampaign_api_key,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_activecampaign_api_url,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_convertkit_api_key,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_drip_api_token,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_getresponse_api_key,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_typekit-kit-id,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_stripe_test_secret_key,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_validate_stripe_api_test_secret_key_button,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_pro_stripe_live_secret_key,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_validate_stripe_api_live_secret_key_button,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_stripe_legal_disclaimer,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_editor_break_lines,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_load_fa4_shim,yes,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woof_filter_btn_txt,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woof_reset_btn_txt,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
berocket_current_displayed_notice,yes,0,woocommerce-ajax-filters,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ossdl_cname,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
jp_sync_lock_full_sync,no,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
limit_login_admin_notify_email,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wf_plugin_act_error,yes,0,wordfence,no,BLOCKED,medium,Restore from app/sql/local.sql,
wcpay_should_redirect_to_onboarding,yes,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
forminator_version_upgraded,yes,0,forminator,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_wpaicg_shorten_url,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_wpaicg_gen_title_from_keywords,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_wpaicg_original_title_in_prompt,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_wpaicg_focus_keyword_in_url,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_wpaicg_sentiment_in_title,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_wpaicg_power_word_in_title,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_woo_generate_title,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_woo_generate_description,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_woo_generate_short,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_woo_generate_tags,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_woo_meta_description,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_wpaicg_shorten_woo_url,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_generate_woo_focus_keyword,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_enforce_woo_keyword_in_url,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_woo_custom_prompt,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_order_status_token,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_image_source,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_featured_image_source,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_dalle_type,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
_wpaicg_image_style,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_custom_image_settings,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_sd_api_key,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_pexels_api,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_pexels_orientation,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_pexels_size,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_pexels_enable_prompt,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_pexels_custom_prompt,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_pixabay_api,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_pixabay_language,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_pixabay_type,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_pixabay_orientation,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_pixabay_order,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_pixabay_enable_prompt,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_sd_api_version,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_editor_button_menus,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_editor_change_action,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_comment_prompt,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_search_placeholder,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_search_font_size,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_search_font_color,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_search_border_color,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_search_bg_color,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_search_width,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_search_height,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_search_no_result,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_search_result_font_size,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_search_result_font_color,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_search_result_bg_color,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wpaicg_search_loading_color,no,0,ai-engine,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
easypack_geowidget_sandbox_token,yes,0,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_fast_return,yes,0,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_insurance_amount_default,yes,0,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
user_registration_first_time_activation_flag,auto,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
tml_ajax,auto,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
elementor_form-submissions,auto,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
account_subdomain,auto,0,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_brand_permalink,auto,0,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
elementor_safe_mode,auto,0,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_integrations_changed,auto,0,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
cmplz_generate_new_cookiepolicy_snapshot,off,0,complianz-gdpr,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wp-smush-ignored-items-list,off,0,wp-smushit,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wp-smush-animated-items-list,off,0,wp-smushit,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
